LineaPedidoID,PedidoID,ProductoID,Cantidad,Nombre,PrecioVenta,TiempoFabricacionMedio,Caducidad,FechaPedido,ClienteID,DestinoEntregaID,PedidoID_destino,FechaPedido_destino,nombre_completo,distancia_km,latitude,longitude,Urgencia_1_Caducidad,Urgencia_2_Distancia,Urgencia_3_Combinada_60_40,Urgencia_4_Combinada_40_60,Urgencia_5_Tres_Factores,Urgencia_6_Logaritmica
280,14,37,50,Producto37,55.4,3,9,2025-12-15,17,7,44,2025-12-14,Destino Córdoba,711.53,37.8845813,-4.7760138,0.1111111111111111,0.8004972661611502,0.3868655731311268,0.5247428041411345,0.35570473540390063,0.2501712266788937
280,14,37,50,Producto37,55.4,3,9,2025-12-15,17,7,45,2025-12-13,Destino Córdoba,711.53,37.8845813,-4.7760138,0.1111111111111111,0.8004972661611502,0.3868655731311268,0.5247428041411345,0.35570473540390063,0.2501712266788937
281,15,19,10,Producto19,29.87,7,21,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
281,15,19,10,Producto19,29.87,7,21,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
281,15,19,10,Producto19,29.87,7,21,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
281,15,19,10,Producto19,29.87,7,21,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
281,15,19,10,Producto19,29.87,7,21,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
282,15,32,20,Producto32,50.83,6,18,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
282,15,32,20,Producto32,50.83,6,18,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
282,15,32,20,Producto32,50.83,6,18,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
282,15,32,20,Producto32,50.83,6,18,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
282,15,32,20,Producto32,50.83,6,18,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
283,15,24,90,Producto24,53.39,7,21,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
283,15,24,90,Producto24,53.39,7,21,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
283,15,24,90,Producto24,53.39,7,21,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
283,15,24,90,Producto24,53.39,7,21,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
283,15,24,90,Producto24,53.39,7,21,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
284,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
284,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
284,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
284,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
284,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
285,15,43,60,Producto43,33.04,1,3,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
285,15,43,60,Producto43,33.04,1,3,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
285,15,43,60,Producto43,33.04,1,3,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
285,15,43,60,Producto43,33.04,1,3,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
285,15,43,60,Producto43,33.04,1,3,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
286,15,2,20,Producto2,54.2,9,27,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.037037037037037035,0.6315280246608015,0.2748334320865428,0.3937316296112957,0.387976925916759,0.1723124551615749
286,15,2,20,Producto2,54.2,9,27,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.037037037037037035,0.6315280246608015,0.2748334320865428,0.3937316296112957,0.387976925916759,0.1723124551615749
286,15,2,20,Producto2,54.2,9,27,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.037037037037037035,0.6315280246608015,0.2748334320865428,0.3937316296112957,0.387976925916759,0.1723124551615749
286,15,2,20,Producto2,54.2,9,27,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.037037037037037035,0.6315280246608015,0.2748334320865428,0.3937316296112957,0.387976925916759,0.1723124551615749
286,15,2,20,Producto2,54.2,9,27,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.037037037037037035,0.6315280246608015,0.2748334320865428,0.3937316296112957,0.387976925916759,0.1723124551615749
287,15,15,80,Producto15,94.12,4,12,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.08333333333333333,0.6315280246608015,0.3026112098643206,0.4122501481298142,0.3111250740649071,0.20288499961343798
287,15,15,80,Producto15,94.12,4,12,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.08333333333333333,0.6315280246608015,0.3026112098643206,0.4122501481298142,0.3111250740649071,0.20288499961343798
287,15,15,80,Producto15,94.12,4,12,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.08333333333333333,0.6315280246608015,0.3026112098643206,0.4122501481298142,0.3111250740649071,0.20288499961343798
287,15,15,80,Producto15,94.12,4,12,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.08333333333333333,0.6315280246608015,0.3026112098643206,0.4122501481298142,0.3111250740649071,0.20288499961343798
287,15,15,80,Producto15,94.12,4,12,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.08333333333333333,0.6315280246608015,0.3026112098643206,0.4122501481298142,0.3111250740649071,0.20288499961343798
288,15,43,40,Producto43,33.04,1,3,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
288,15,43,40,Producto43,33.04,1,3,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
288,15,43,40,Producto43,33.04,1,3,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
288,15,43,40,Producto43,33.04,1,3,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
288,15,43,40,Producto43,33.04,1,3,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
289,15,37,70,Producto37,55.4,3,9,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
289,15,37,70,Producto37,55.4,3,9,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
289,15,37,70,Producto37,55.4,3,9,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
289,15,37,70,Producto37,55.4,3,9,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
289,15,37,70,Producto37,55.4,3,9,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
290,15,48,40,Producto48,52.82,3,9,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
290,15,48,40,Producto48,52.82,3,9,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
290,15,48,40,Producto48,52.82,3,9,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
290,15,48,40,Producto48,52.82,3,9,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
290,15,48,40,Producto48,52.82,3,9,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.1111111111111111,0.6315280246608015,0.31927787653098727,0.4233612592409253,0.305013962953796,0.22060746520244098
291,15,23,100,Producto23,22.06,6,18,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
291,15,23,100,Producto23,22.06,6,18,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
291,15,23,100,Producto23,22.06,6,18,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
291,15,23,100,Producto23,22.06,6,18,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
291,15,23,100,Producto23,22.06,6,18,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
292,15,36,70,Producto36,36.98,5,15,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
292,15,36,70,Producto36,36.98,5,15,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
292,15,36,70,Producto36,36.98,5,15,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
292,15,36,70,Producto36,36.98,5,15,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
292,15,36,70,Producto36,36.98,5,15,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
293,15,32,100,Producto32,50.83,6,18,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
293,15,32,100,Producto32,50.83,6,18,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
293,15,32,100,Producto32,50.83,6,18,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
293,15,32,100,Producto32,50.83,6,18,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
293,15,32,100,Producto32,50.83,6,18,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.05555555555555555,0.6315280246608015,0.28594454319765394,0.40113903701870307,0.3372361851760182,0.1847021591311556
294,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
294,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
294,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
294,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
294,15,43,50,Producto43,33.04,1,3,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.3333333333333333,0.6315280246608015,0.4526112098643206,0.5122501481298142,0.37612507406490714,0.34823255495820915
295,15,21,50,Producto21,15.22,2,6,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
295,15,21,50,Producto21,15.22,2,6,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
295,15,21,50,Producto21,15.22,2,6,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
295,15,21,50,Producto21,15.22,2,6,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
295,15,21,50,Producto21,15.22,2,6,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
296,15,36,90,Producto36,36.98,5,15,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
296,15,36,90,Producto36,36.98,5,15,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
296,15,36,90,Producto36,36.98,5,15,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
296,15,36,90,Producto36,36.98,5,15,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
296,15,36,90,Producto36,36.98,5,15,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.06666666666666667,0.6315280246608015,0.2926112098643206,0.40558348146314754,0.3227917407315738,0.19203206903826237
297,15,44,60,Producto44,17.32,7,21,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
297,15,44,60,Producto44,17.32,7,21,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
297,15,44,60,Producto44,17.32,7,21,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
297,15,44,60,Producto44,17.32,7,21,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
297,15,44,60,Producto44,17.32,7,21,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
298,15,14,80,Producto14,58.11,2,6,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
298,15,14,80,Producto14,58.11,2,6,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
298,15,14,80,Producto14,58.11,2,6,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
298,15,14,80,Producto14,58.11,2,6,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
298,15,14,80,Producto14,58.11,2,6,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
299,15,11,90,Producto11,30.66,7,21,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
299,15,11,90,Producto11,30.66,7,21,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
299,15,11,90,Producto11,30.66,7,21,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
299,15,11,90,Producto11,30.66,7,21,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
299,15,11,90,Producto11,30.66,7,21,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.047619047619047616,0.6315280246608015,0.2811826384357492,0.3979644338440999,0.35326793120776423,0.1794191151863876
300,15,18,20,Producto18,71.71,2,6,2025-12-11,78,32,8,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
300,15,18,20,Producto18,71.71,2,6,2025-12-11,78,32,15,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
300,15,18,20,Producto18,71.71,2,6,2025-12-11,78,32,25,2025-12-13,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
300,15,18,20,Producto18,71.71,2,6,2025-12-11,78,32,63,2025-12-15,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
300,15,18,20,Producto18,71.71,2,6,2025-12-11,78,32,90,2025-12-11,Destino Palencia,561.34,42.0108856,-4.5328735,0.16666666666666666,0.6315280246608015,0.3526112098643206,0.4455834814631475,0.3127917407315738,0.2547605801210434
321,17,43,30,Producto43,33.04,1,3,2025-12-12,27,2,17,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.3333333333333333,0.5957856130324236,0.43831424521296947,0.4908047011527875,0.36540235057639375,0.3415872994155247
321,17,43,30,Producto43,33.04,1,3,2025-12-12,27,2,69,2025-12-11,Destino Segovia,529.57,40.9481192,-4.1172101,0.3333333333333333,0.5957856130324236,0.43831424521296947,0.4908047011527875,0.36540235057639375,0.3415872994155247
321,17,43,30,Producto43,33.04,1,3,2025-12-12,27,2,89,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.3333333333333333,0.5957856130324236,0.43831424521296947,0.4908047011527875,0.36540235057639375,0.3415872994155247
322,17,6,70,Producto6,85.57,6,18,2025-12-12,27,2,17,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.05555555555555555,0.5957856130324236,0.2716475785463028,0.37969359004167635,0.32651346168750484,0.17805690358847115
322,17,6,70,Producto6,85.57,6,18,2025-12-12,27,2,69,2025-12-11,Destino Segovia,529.57,40.9481192,-4.1172101,0.05555555555555555,0.5957856130324236,0.2716475785463028,0.37969359004167635,0.32651346168750484,0.17805690358847115
322,17,6,70,Producto6,85.57,6,18,2025-12-12,27,2,89,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.05555555555555555,0.5957856130324236,0.2716475785463028,0.37969359004167635,0.32651346168750484,0.17805690358847115
323,17,13,70,Producto13,29.33,10,30,2025-12-12,27,2,17,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.03333333333333333,0.5957856130324236,0.2583142452129695,0.37080470115278746,0.3954023505763937,0.1631627246753718
323,17,13,70,Producto13,29.33,10,30,2025-12-12,27,2,69,2025-12-11,Destino Segovia,529.57,40.9481192,-4.1172101,0.03333333333333333,0.5957856130324236,0.2583142452129695,0.37080470115278746,0.3954023505763937,0.1631627246753718
323,17,13,70,Producto13,29.33,10,30,2025-12-12,27,2,89,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.03333333333333333,0.5957856130324236,0.2583142452129695,0.37080470115278746,0.3954023505763937,0.1631627246753718
324,17,33,40,Producto33,12.0,8,24,2025-12-12,27,2,17,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.041666666666666664,0.5957856130324236,0.2633142452129695,0.3741380344861208,0.35956901724306045,0.16878524486345675
324,17,33,40,Producto33,12.0,8,24,2025-12-12,27,2,69,2025-12-11,Destino Segovia,529.57,40.9481192,-4.1172101,0.041666666666666664,0.5957856130324236,0.2633142452129695,0.3741380344861208,0.35956901724306045,0.16878524486345675
324,17,33,40,Producto33,12.0,8,24,2025-12-12,27,2,89,2025-12-12,Destino Segovia,529.57,40.9481192,-4.1172101,0.041666666666666664,0.5957856130324236,0.2633142452129695,0.3741380344861208,0.35956901724306045,0.16878524486345675
